Subject,Course No,Name,Gen Ed,Major ,Major,Major,Pre req,Pre req,Pre req,Pre req
Arch,602,Graduate Design Studio V,,,,,,,,
Arch,610,Material Research & Design,,,,,,,,
Arch,620,Building Physics II,,,,,,,,
Arch,630,Philosophy of Arch & Design,,,,,,,,
Arch,650,Tectonics II,,,,,,,,
Arch,652,Building Physics III,,,,,,,,
Arch,653,Tectonics III,,,,,,,,
Arch,654,Furniture Tech Design,,,,,,,,
Arch,660,Professional Practice,,,,,,,,
Arch,670,Research Forum,,,,,,,,
Arch,697C,STAutoCAD,,,,,,,,
Arch,697K,STGreen Building & Historical Preservation,,,,,,,,
Arch,697L,STStructure and Mechanical Systems,,,,,,,,
Arch,697M,STArchitectural Materials Testing,,,,,,,,
Arch,697N,STCultural Resource Management,,,,,,,,
Arch,697P,STArchitectural Materials Testing II,,,,,,,,
Arch,697R,Special Topics Preservation Capstone,,,,,,,,
Arch,697T,Special Topics Timber Frame Architecture And Its Preservation,,,,,,,,
Arch,698D,Practicum Design and Construction,,,,,,,,
Arch,700,Integration Studio,,,,,,,,
,,,,,,,,,,
Art,104,Basic Studio/Drawing,AT,,,,,,,
Art,105,Basic Studio/Design,,,,,,,,
Art,110,Basic Studio/Drawing,,Architecture,,,,,,
Art,120,Drawing Composition,,Architecture,,,,,,
Art,131,Foundation Studio 1,,Architecture,,,,,,
Art,141,3 Dimensional Des I,,,,,,,,
Art,142,Foundation Studio 2,,Architecture,,,,,,
Art,153,Foundation Studio 3,,,,,,,,
Art,197J,STIntroduction to Wheel Working: Ceramics,,,,,,,,
Art,197SC01,Digital Media in the Visual Arts,,,,,,,,
Art,197SC02,SC 3D Animation and Video Production,,,,,,,,
Art,201,Advanced Drawing,,,,,,,,
Art,220,Painting I: Representation I,,,,,,,,
Art,221,Painting II: Representation II,,,,,,,,
Art,223,Painting III: Methods,,,,,,,,
Art,230,Image Capturing,,,,,,,,
Art,231,Photography II,,,,,,,,
Art,240,Relief I  Printmaking,,,,,,,,
Art,241,Intaglio I  Printmaking,,,,,,,,
Art,243,Monotype: Painterly Print,,,,,,,,
Art,244,PrintmakingLitho I,,,,,,,,
Art,256,Art EdStu Teach Sem,,,,,,,,
Art,260,Figure Sculpture,,,,,,,,
Art,261,3D Stu:Wood,,,,,,,,
Art,271,Introduction to Computers in Fine Art,,,,,,,,
Art,274,Animation Fundamentals,,,,,,,,
Art,275,Digital Imaging,,,,,,,,
Art,280,Ceramics: Handbuilding,,,,,,,,
Art,281,Ceramics: Throwing,,,,,,,,
Art,297B,STIntroduction To Color,,,,,,,,
Art,310,Visual ArtsHumdev I,,,,,,,,
Art,311,VisualArtsHumanDevelopment II,,,,,,,,
Art,320,Paint IV:Advanced Paint Prob I,,,,,,,,
Art,330,Intermedia Topics I,,,,,,,,
Art,333,Art in the Expanded Field,,,,,,,,
Art,336,Graphic Design I,,,,,,,,
Art,338,Graphic Design II,,,,,,,,
Art,340,PrintmakingRel II,,,,,,,,
Art,341,PrintmakingInt II,,,,,,,,
Art,342,PrintmakingLith II,,,,,,,,
Art,345,Digital Media: Printmaking,,,,,,,,
Art,346,Digital Media: Printmaking Offset Lithography,,,,,,,,
Art,347,Digital Media: Silkscreen,,,,,,,,
Art,360,Sculpture 3Mold Making & Casting,,,,,,,,
Art,361,Sculpture 4Sculpture in Context,,,,,,,,
Art,362,Casting & Composites,,,,,,,,
Art,363,Advanced Fabrication,,,,,,,,
Art,370,Jr Year Writing Prog,,,,,,,,
Art,374,Int Computer Animatn,,,,,,,,
Art,375,Moving Image,,,,,,,,
Art,381,3D Stu:Ceramics IV,,,,,,,,
Art,384,Computer Animation II,,,,,,,,
Art,394DI,Advanced Drawing Problems,,,,,,,,
Art,397CV,Special Topics Charcoal to Vector,,,,,,,,
Art,397MA,Special Topics Mobile Apps,,,,,,,,
Art,397SA,Special Topics Health and Safety in the Art Studio: The Global Harmonized System for Art Hazard,,,,,,,,
Art,401,BFA Degree Project/IE Seminar,,,,,,,,
Art,402,BFA Degree Project,,,,,,,,
Art,420,Painting V,,,,,,,,
Art,431,Intermedia Topics II,,,,,,,,
Art,460,Sculpture 5Studio Practice,,,,,,,,
Art,461,Sculpture 6Advanced Sculpture,,,,,,,,
Art,471,Senior Seminar: Computer Studio,,,,,,,,
Art,480,Intermediate Ceramics,,,,,,,,
Art,481,Advanced Ceramics,,,,,,,,
Art,497C,ST Handbuilding in Clay,,,,,,,,
Art,497JS,Special Topics Junior/Senior Seminar,,,,,,,,
Art,497SS,Special Topics Junior/Senior Seminar II,,,,,,,,
Art,501,Advanced Drawing,,,,,,,,
Art,502,Adv Drawing Prob,,,,,,,,
Art,510,Visual ArtsHumdev I,,,,,,,,
Art,512,VisualArtsHumanDevelopment II,,,,,,,,
Art,515,Adv Prb Art Ed K9,,,,,,,,
Art,516,Adv Prb Art Ed 512,,,,,,,,
Art,520,Painting I,,,,,,,,
Art,521,PaintingAqueous Med,,,,,,,,
Art,522,PaintingIntermed,,,,,,,,
Art,523,PntgAdv Mat & Tech,,,,,,,,
Art,536,Graphic Design I,,,,,,,,
Art,538,Graphic Design II,,,,,,,,
Art,540,PrintingRel I,,,,,,,,
Art,541,PrintmakingIntag I,,,,,,,,
Art,542,PrintmakingLitho I,,,,,,,,
Art,543,Advanced Monotype,,,,,,,,
Art,560,Grad Sculpture,,,,,,,,
Art,561,Grad Sculpture  Construction Sculpture,,,,,,,,
Art,562,Grad Sculpture  Molding & Modeling,,,,,,,,
Art,574,Animation Fundamentals,,,,,,,,
Art,575,Digital Media: Still Image,,,,,,,,
Art,580,3D StudiesHandbuilding,,,,,,,,
Art,581,3D Studies/CeramicWheelthrow,,,,,,,,
Art,582,Ceramc/SlpcstMoldng,,,,,,,,
Art,583,Ceramics IV,,,,,,,,
Art,584,3D Stu:Clay/Glz Prc,,,,,,,,
Art,597B,STIntro To Color,,,,,,,,
Art,597D,STComp In Fine Arts,,,,,,,,
Art,597N,STPhotography I,,,,,,,,
Art,597P,STPhoto II,,,,,,,,
Art,598A,Practicum Artist Residency Project,,,,,,,,
Art,601,Graduate Drawing,,,,,,,,
Art,630,Photography III,,,,,,,,
Art,631,Photography IV,,,,,,,,
Art,645,Digital Media: Printmaking,,,,,,,,
Art,646,Digital Media: Printmaking Offset Lithography,,,,,,,,
Art,647,Digital Media: Silkscreen,,,,,,,,
Art,670,Graduate Forum,,,,,,,,
Art,674,Computer Animation I,,,,,,,,
Art,675,Digital Media: Time Based,,,,,,,,
Art,684,Computer Animation II,,,,,,,,
Art,685,Media and Motion Graphics,,,,,,,,
Art,689,Introduction to Visual Culture: Theory and Practice,,,,,,,,
Art,691A,SemN.Y. Pop,,,,,,,,
Art,691G,SGrad Tch WkshpStu,,,,,,,,
Art,697E,STElctr Stl Photo I,,,,,,,,
Art,697SA,Special Topics Health and Safety in the Art Studio: The Global Harmonized System for Art Hazard,,,,,,,,
Art,697SS,Special Topics Seminar II,,,,,,,,
Art,761,SemArt Educ,,,,,,,,
Art,791C,SemGraduate Comp Arts,,,,,,,,
Art,792L,SeminarGraduate Seminar in Art Education,,,,,,,,
Art,792M,SeminarResearch in Art Education,,,,,,,,
Art,792N,SeminarIndependent Research Project in Art Education,,,,,,,,
,,,,,,,,,,
ArtEd,501,Student Teachng N9,,,,,,,,
ArtEd,502,Student Teachng 512,,,,,,,,
,,,,,,,,,,
ArtHist,100,Survey: AncientMedieval Art,,,,,,,,
ArtHist,110,Survey: RenaissanceModern Art,AT G,,,,,,,
ArtHist,115,"Visual Arts, Artists, and Cultures: An Introduction to Looking",,Architecture,,,,,,
ArtHist,118,History of Architecture and the Built Environment,AL U,Architecture,,,,,,
ArtHist,120,"Venice: Art, History and Environment",,,,,,,,
ArtHist,190B,Art and Visual Culture of East Asia,AT G,,,,,,,
ArtHist,302,"Evaluating Greek Art: ancient culture, scientific technology and modern politics",,,,,,,,
ArtHist,303,"Roman Art: Politics, Identity and Portraiture",,,,,,,,
ArtHist,305,Early Medieval Art,,,,,,,,
ArtHist,307,Romanesque & Gothic Art,,,,,,,,
ArtHist,308,Medieval Painting,,,,,,,,
ArtHist,310,Art & the CityState in Early Renaissance Italy,,,,,,,,
ArtHist,313,High Renaissance Art & Mannerism in Italy,,,,,,,,
ArtHist,314,"Sexuality, Drama and Invention: The Baroque Artist in Italy",,,,,,,,
ArtHist,318,The Play of Realism in the Northern Renaissance,,,,,,,,
ArtHist,319,"Court, Church and Community in Northern Baroque Art",,,,,,,,
ArtHist,320,Aspects of the Baroque,,,,,,,,
ArtHist,323,"European Art, 17801880",,,,,,,,
ArtHist,324,"Modern Art, 1880present",,,,,,,,
ArtHist,326,Criticism Of Modern Art,,,,,,,,
ArtHist,327,Contemporary Art,,,,,,,,
ArtHist,328,American Art to 1860,,,,,,,,
ArtHist,334,History of Decorative Arts,,,,,,,,
ArtHist,335,History of Photography,,,,,,,,
ArtHist,342,"19th Century Architecture: Reform, History and Technology",,,,,,,,
ArtHist,343,"20th Century Archiecture: Socialism, Capitalism and Globalization",,,,,,,,
ArtHist,344,Vernacular Architecture,,,,,,,,
ArtHist,345,Architecture Now,,,,,,,,
ArtHist,347,Islamic Art & Architecture I,,,,,,,,
ArtHist,348,Islamic Art & Architecture II,,,,,,,,
ArtHist,354,Art of Buddhism,,,,,,,,
ArtHist,355,Chinese Painting,,,,,,,,
ArtHist,370,Jr Year Writing Prog,,,,,,,,
ArtHist,381,Great Themes in Art,,,,,,,,
ArtHist,382,Great Themes in Art,,,,,,,,
ArtHist,383,Great Themes In Art,,,,,,,,
ArtHist,384,Great Themes in Art,,,,,,,,
ArtHist,385,Great Themes in Art,,,,,,,,
ArtHist,388,Special Topics in Asian Art ** available as of 01/01/2018,,,,,,,,
ArtHist,391A,Seminar Drawing in Contemporary Art,,,,,,,,
ArtHist,391E,Seminar Early Modern Art,,,,,,,,
ArtHist,392M,Seminar Medieval Art of Death,,,,,,,,
ArtHist,397A,Impressionism and PostImpressionism,,,,,,,,
ArtHist,397C,Special Topics NineteenthCentury Seminar: Modernizing Sculpture from Canova to Duchamp,,,,,,,,
ArtHist,(397E),Special Topics Orientalism in Western Art: 1000 Years of EastWest Exchange ** available as of 01/01/2018,,,,,,,,
ArtHist,397P,Special Topics The Portrait in Medieval Europe,,,,,,,,
ArtHist,398,Practicum,,,,,,,,
ArtHist,603,"Roman art: Politics, Identity and Portraiture",,,,,,,,
ArtHist,605,Early Medieval Art,,,,,,,,
ArtHist,607,Romanesque & Gothic Art,,,,,,,,
ArtHist,608,Medieval Painting,,,,,,,,
ArtHist,610,Art & the CityState in Early Renaissance Italy,,,,,,,,
ArtHist,613,High Renaissance Art & Mannerism in Italy,,,,,,,,
ArtHist,614,"Sexuality, Drama and Invention: The Baroque Artist in Italy",,,,,,,,
ArtHist,618,The Play of Realism in the Northern Renaissance,,,,,,,,
ArtHist,619,"Court, Church and Community in Northern Baroque Art",,,,,,,,
ArtHist,620,Aspects of the Baroque,,,,,,,,
ArtHist,623,European Art 17801880,,,,,,,,
ArtHist,624,Modern Art 1880Present,,,,,,,,
ArtHist,626,Criticism of Modern Art,,,,,,,,
ArtHist,627,Contemporary Art,,,,,,,,
ArtHist,628,American Art to 1860,,,,,,,,
ArtHist,634,History of Decorative Arts,,,,,,,,
ArtHist,635,History of Photography,,,,,,,,
ArtHist,642,"19th Century Architecture: Reform, History and Technology",,,,,,,,
ArtHist,643,"20th Century Architecture: Socialism, Capitalism and Globalization",,,,,,,,
ArtHist,644,Vernacular Architecture,,,,,,,,
ArtHist,645,Architecture Now,,,,,,,,
ArtHist,647,Islamic Art & Architecture I,,,,,,,,
ArtHist,648,Islamic Art & Architecture II,,,,,,,,
ArtHist,655,Chinese Painting,,,,,,,,
ArtHist,671,Great Themes in Art,,,,,,,,
ArtHist,672,Great Themes in Art,,,,,,,,
ArtHist,673,Great Themes in Art,,,,,,,,
ArtHist,674,Great Themes in Art,,,,,,,,
ArtHist,675,Great Themes in Art,,,,,,,,
ArtHist,688,Special Topics in Asian Art ** available as of 01/01/2018,,,,,,,,
ArtHist,(697E),Special Topics Orientalism in Western Art: 1000 Years of EastWest Exchange ** available as of 01/01/2018,,,,,,,,
ArtHist,697P,Special Topics The Portrait in Medieval Europe,,,,,,,,
ArtHist,697V,Spec. Topics Vexed Antiquities: Introduction to Challenges of Cultural Heritage in the 21st Century,,,,,,,,
ArtHist,711,Problems in Italian ArtLate Renaissance ** available as of 01/01/2018,,,,,,,,
ArtHist,721,19th Century Painting & Sculpture,,,,,,,,
ArtHist,743,20th Century Architecture,,,,,,,,
ArtHist,781,Methods of Art History,,,,,,,,
ArtHist,782,Museum Studies,,,,,,,,
ArtHist,791C,SThe Renaissance at Home: The Art and Architecture of Domestic Space in Italy,,,,,,,,
ArtHist,791J,Seminar Problems in Islamic Art,,,,,,,,
,,,,,,,,,,
ArtsExten,390A,Cultural Equity in the Arts,,,,,,,,
ArtsExten,390B,Cultural Policy and Advocacy,,,,,,,,
ArtsExten,390M,Grantwriting for the Arts,,,,,,,,
ArtsExten,390P,Arts and Culture Internship Preparation,,,,,,,,
ArtsExten,391A,Seminar Foundations in Arts Entrepreneurship,,,,,,,,
ArtsExten,500,Introduction to Arts Management,,,,,,,,
ArtsExten,501,Arts Fundraising,,,,,,,,
ArtsExten,502,Arts Marketing,,,,,,,,
ArtsExten,503,Arts Programming,,,,,,,,
ArtsExten,503ISH,Arts Programming with Honors Independent Study,,,,,,,,
ArtsExten,504,Financial Management in the Arts,,,,,,,,
ArtsExten,505,Strategic Planning,,,,,,,,
ArtsExten,506,Arts Education and Policy,,,,,,,,
ArtsExten,507,Board Development,,,,,,,,
ArtsExten,508,Creative Economy,,,,,,,,
ArtsExten,509,Greening Your Nonprofit Arts Organization,,,,,,,,
,,,,,,,,,,
AsianSt,197C,STBeginning Korean II,,,,,,,,
AsianSt,297C,STIntermediate Korean II,,,,,,,,
AsianSt,397A,STSoutheast Asia,,,,,,,,
AsianSt,397B,STBrg AsAsn Am Gen,,,,,,,,
AsianSt,397C,STAdvanced Korean,,,,,,,,
AsianSt,491A,SemSenior Seminar,,,,,,,,
AsianSt,497C,ST Korean Language: Literature,,,,,,,,
AsianSt,497E,Special Topics Current Issues in Korea,,,,,,,,
AsianSt,497F,Special Topics Advanced Korean through History,,,,,,,,
AsianSt,497K,Special Topics Business Korean,,,,,,,,
AsianSt,498P,Korean Practicum and Tutorial,,,,,,,,
,,,,,,,,,,
Astron,100,Exploring the Universe,PS,,,,,,,
Astron,101,The Solar System,PS,,,,,,,
Astron,101H,The Solar System,,,,,,,,
Astron,103,Astronomical Observations,,,,,,,,
Astron,105,Weather & Our Atmosphere,PS,,,,,,,
Astron,170H,Cosmos to HumanityFrom The Big Bang to the Space Age,,,,,,,,
Astron,190Y,Exploring the Universe,,,,,,,,
Astron,191A,Astron/Physics Seminar for Freshmen,,,,,,,,
Astron,197SC01,Introduction to Astronomy,,,,,,,,
Astron,215,History Of Astronomy,,,,,,,,
Astron,220,Special Topics in Astronomy,,,,,,,,
Astron,223,Planetary Science,,,,,,,,
Astron,225H,GalctcXtragalctc AstronHnrs,,,,,,,,
Astron,226,Cosmology,,,,,,,,
Astron,228,Stars And Galaxies,,,,,,,,
Astron,301,Writing About Astronomy,,,,,,,,
Astron,330,Topics In Astrophysics,,,,,,,,
Astron,337,Tc OptcInfrared Ast,,,,,,,,
Astron,337H,Tech of Optical & Infrared Astronomy,,,,,,,,
Astron,338,Tech of Radio Astron,,,,,,,,
Astron,339,Astronomy in a Global Context,,,,,,,,
Astron,397B,STPlanets Around Other Stars,,,,,,,,
Astron,444,Radiation Processes in Astrophysics,,,,,,,,
Astron,445,Astrophysical Mechanics and Thermodynamics,,,,,,,,
Astron,452H,Astrophysics II:Galaxies,,,,,,,,
Astron,640,Galactic Astronomy,,,,,,,,
Astron,643,Astrophysics of Stars and Stellar Populations,,,,,,,,
Astron,644,Radiation Processes in Astrophysics,,,,,,,,
Astron,645,Astrophysical Mechanics and Thermodynamics,,,,,,,,
Astron,646,Radiative Transfer,,,,,,,,
Astron,650,Extragalactic Astron,,,,,,,,
Astron,690A,Discovering the Universe: Astronomy for Teachers,,,,,,,,
Astron,697A,Special Topics Astrophysical Fluid Dynamics,,,,,,,,
Astron,717,Plasma Physics,,,,,,,,
Astron,731,Radio Astronomy,,,,,,,,
Astron,732,Cmptntnl Meth Phy Sc,,,,,,,,
Astron,741,Interstellar Medium,,,,,,,,
Astron,742,Molecular Astrophysc,,,,,,,,
Astron,746,Solar System Physics,,,,,,,,
Astron,748,CosmlgyGnrl Reltvty,,,,,,,,
Astron,791A,SemRev Crrnt Lit,,,,,,,,
Astron,792A,Seminar: Review of Current LIterature,,,,,,,,
Astron,796,Independent Study,,,,,,,,
Astron,830,Radio Astrophysics,,,,,,,,
Astron,850,Advanced Topic,,,,,,,,
Astron,860,Sem Research Topics,,,,,,,,
,,,,,,,,,,
Building & Construction Tech,H353,Honors Colloquium for Business of Building,,,,,,,,
Building & Construction Tech,150,The Built Environment,,,,,,,,
Building & Construction Tech,192A,Seminar Careers in Building and Construction Technology,,,,,,,,
Building & Construction Tech,201,IntroWood Science,,,,,,,,
Building & Construction Tech,204,Construction Materials & Methods,,,,,,,,
Building & Construction Tech,211,Energy Efficient Housing,,,,,,,,
Building & Construction Tech,304,Wood Properties,,,,,,,,
Building & Construction Tech,313,LightFrame Strct Tc,,,,,,,,
Building & Construction Tech,314,Construction Estimating,,,,,,,,
Building & Construction Tech,320,Intro to CAD in Construction & Architecture,,,,,,,,
Building & Construction Tech,352,Bld MatFore Prd Mkt,,,,,,,,
Building & Construction Tech,353,Business of Building,,,,,,,,
Building & Construction Tech,397R,STResidential Construction Management Competition,,,,,,,,
Building & Construction Tech,397S,STSustainable Sites,,,,,,,,
Building & Construction Tech,397V,Special Topics Introduction to Vegetated Rooftops,,,,,,,,
Building & Construction Tech,420,Designing with 3D CAD and BIM,,,,,,,,
Building & Construction Tech,452,Building Materials Computing,,,,,,,,
Building & Construction Tech,494BI,BCT Senior Seminar,,,,,,,,
Building & Construction Tech,508,Wood Moisture Relatn,,,,,,,,
Building & Construction Tech,511,Wood Adhesive Tech,,,,,,,,
Building & Construction Tech,512,Wood Protection,,,,,,,,
Building & Construction Tech,520,Energy and Buildings,,,,,,,,
Building & Construction Tech,521,Environmental Control Systems,,,,,,,,
Building & Construction Tech,525,Solar Energy Systems and Building Design,,,,,,,,
Building & Construction Tech,530,Mechanics of Building Materials for Construction,,,,,,,,
Building & Construction Tech,538,Chmcl Modifcatn Wood,,,,,,,,
Building & Construction Tech,540,Design of Wood Structures,,,,,,,,
Building & Construction Tech,550,Construction Project Management,,,,,,,,
Building & Construction Tech,552,Bld Mat DistrSls Mg,,,,,,,,
Building & Construction Tech,590S,Topics in Sustainable Building Systems and Construction Technology,,,,,,,,
Building & Construction Tech,597D,STSustainable Building & LEED Certification,,,,,,,,
Building & Construction Tech,597K,Special Topics Studies in Construction Estimating,,,,,,,,
Building & Construction Tech,597M,Special Topics High Performance Building Construction,,,,,,,,
Building & Construction Tech,597P,Special Topics Peeking Over the Fence of a Construction Site,,,,,,,,
Building & Construction Tech,597R,Special Topics Clean Energy Corps,,,,,,,,
Building & Construction Tech,597U,Special Topics Fundamental Construction Scheduling,,,,,,,,
Building & Construction Tech,597V,Special Topics Safety in Construction,,,,,,,,
,,,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,191BDIC1,FYSHow to Design Your Own Major,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,350,Junior Year Writing in Interdisciplinary Studies,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,391A,SDigital Photography for the NonArt Major,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,391B,SIntroduction to Entrepreneurship for NonBusiness Majors,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,391E,SFoundations of Art Entrepreneurship,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,391F,SThe Paranormal: Ways of Thinking about the Unknown,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,391J,Seminar Interdisciplinary Perspectives on Entrepreneurship,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,391K,Seminar Topics in TESOL,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,396P,Proposal Writing,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,397D,STArts Entrepreneurship,,,,,,,,
Bachelor's Deg. W/Indiv Conc.,494I,Integration and Innovation,,,,,,,,
,,,,,,,,,,
 Biochemistry & Molecular Bio.,100,My DNA,,,,,,,,
 Biochemistry & Molecular Bio.,190B,Biochemistry Seminar,,,,,,,,
 Biochemistry & Molecular Bio.,275,Molecular Biology,,,,,,,,
 Biochemistry & Molecular Bio.,276,Introductory Biochemistry Laboratory,,,,,,,,
 Biochemistry & Molecular Bio.,285,Cellular & Molecular Biology,,,,,,,,
 Biochemistry & Molecular Bio.,291H,Honors Colloquium,,,,,,,,
 Biochemistry & Molecular Bio.,296,Independent Study,,,,,,,,
 Biochemistry & Molecular Bio.,390,Biochemistry of Health & Disease,,,,,,,,
